step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest
9,TRANSFER,509531.01,C357028116,11.0,0.0,C1504745102,16259.0,849221.02
9,PAYMENT,3173.93,C1128842443,19900.0,16726.07,M49244177,0.0,0.0
9,PAYMENT,1935.24,C939070157,16726.07,14790.83,M471710295,0.0,0.0
9,PAYMENT,11885.78,C427187075,14790.83,2905.04,M1621100380,0.0,0.0
9,PAYMENT,122.86,C531631871,2905.04,2782.18,M1846464604,0.0,0.0
9,PAYMENT,13533.03,C1167008861,2782.18,0.0,M636830039,0.0,0.0
9,PAYMENT,13347.74,C976057568,0.0,0.0,M574214089,0.0,0.0
9,PAYMENT,6233.85,C505985567,0.0,0.0,M291028852,0.0,0.0
9,PAYMENT,15801.55,C1082348491,0.0,0.0,M749243285,0.0,0.0
9,PAYMENT,42799.87,C1997218909,0.0,0.0,M603752151,0.0,0.0
9,PAYMENT,6289.74,C2033943656,0.0,0.0,M287792377,0.0,0.0
9,PAYMENT,799.49,C1067494220,0.0,0.0,M2016237649,0.0,0.0
9,PAYMENT,7207.84,C1569754104,0.0,0.0,M1996211239,0.0,0.0
9,PAYMENT,1530.14,C1278999423,0.0,0.0,M1590087033,0.0,0.0
9,PAYMENT,100.76,C122700306,0.0,0.0,M790783011,0.0,0.0
9,PAYMENT,10343.49,C1011978939,0.0,0.0,M1419001165,0.0,0.0
9,PAYMENT,16044.62,C1364305183,0.0,0.0,M1844363370,0.0,0.0
9,PAYMENT,3541.88,C1570390822,0.0,0.0,M672232333,0.0,0.0
9,PAYMENT,7551.43,C1949586125,0.0,0.0,M1874993585,0.0,0.0
9,PAYMENT,6087.96,C1615780892,0.0,0.0,M1130382979,0.0,0.0
9,PAYMENT,1246.41,C353682968,0.0,0.0,M1806017186,0.0,0.0
9,PAYMENT,4476.31,C2099068406,0.0,0.0,M1015560328,0.0,0.0
9,PAYMENT,2440.12,C253693191,0.0,0.0,M1240010484,0.0,0.0
9,PAYMENT,9691.84,C1569683634,0.0,0.0,M540956659,0.0,0.0
9,PAYMENT,133.07,C1472074182,51403.0,51269.93,M1445018475,0.0,0.0
9,CASH_OUT,177625.09,C1892516853,2982.0,0.0,C1579001225,41274.0,103875.29
9,PAYMENT,6476.4,C580830160,0.0,0.0,M92915300,0.0,0.0
9,CASH_IN,237316.43,C1521242077,12424.0,249740.43,C350806217,10746.7,0.0
9,CASH_IN,123500.03,C1180876118,9079.0,132579.03,C1419857464,136525.0,13024.97
9,PAYMENT,8120.93,C313947657,132579.03,124458.1,M1506224349,0.0,0.0
9,CASH_OUT,372029.77,C1630357151,742.0,0.0,C1001367899,253310.31,598035.38
9,CASH_OUT,347848.82,C855039969,2231.0,0.0,C886517510,9116.1,248568.07
9,CASH_OUT,257255.93,C324137352,266.0,0.0,C1146719991,609875.46,867131.39
9,CASH_OUT,197735.69,C1932571391,324662.0,126926.31,C1686520000,0.0,105760.33
9,CASH_OUT,268698.87,C2023885752,29057.0,0.0,C172409641,1833.0,830952.02
9,TRANSFER,2407016.73,C2091899546,22773.0,0.0,C176295628,328446.31,2735463.04
9,PAYMENT,13316.4,C1626257718,30005.0,16688.6,M373246110,0.0,0.0
9,CASH_IN,673467.91,C2124967466,11276.0,684743.91,C1886498932,1520564.77,904630.61
9,CASH_OUT,264177.6,C2094071919,10651.0,0.0,C1360243494,0.0,231908.87
9,PAYMENT,8478.37,C1768108490,0.0,0.0,M91553728,0.0,0.0
9,CASH_IN,110109.46,C940578938,243628.0,353737.46,C530216580,197794.16,1520133.27
9,PAYMENT,13979.31,C1287038319,353737.46,339758.15,M1009463378,0.0,0.0
9,PAYMENT,28461.77,C503534312,339758.15,311296.38,M652757658,0.0,0.0
9,PAYMENT,4502.23,C1594625781,311296.38,306794.15,M977276134,0.0,0.0
9,PAYMENT,45187.78,C1053859156,306794.15,261606.37,M1510517902,0.0,0.0
9,PAYMENT,6795.37,C1699506844,261606.37,254811.0,M1607560687,0.0,0.0
9,PAYMENT,30.77,C1708220796,254811.0,254780.23,M2049105300,0.0,0.0
9,PAYMENT,4643.08,C2092716230,254780.23,250137.16,M685175979,0.0,0.0
9,PAYMENT,10478.08,C1189263948,250137.16,239659.08,M717226361,0.0,0.0
9,PAYMENT,29124.98,C878988935,239659.08,210534.11,M721983244,0.0,0.0
9,PAYMENT,9002.39,C2020309243,210534.11,201531.71,M1376417094,0.0,0.0
9,PAYMENT,12885.09,C1141639670,201531.71,188646.63,M735270540,0.0,0.0
9,PAYMENT,636.16,C140267437,188646.63,188010.47,M159234981,0.0,0.0
9,PAYMENT,6962.36,C765083845,188010.47,181048.11,M483132620,0.0,0.0
9,PAYMENT,12245.68,C1988563423,39194.0,26948.32,M314784825,0.0,0.0
9,PAYMENT,6749.05,C1830865612,101295.0,94545.95,M288770496,0.0,0.0
9,CASH_OUT,137969.64,C1609677776,903.0,0.0,C571435580,1813239.87,2530669.07
9,PAYMENT,18887.4,C1423468259,51018.0,32130.6,M1069920286,0.0,0.0
9,PAYMENT,6342.85,C480151151,176534.0,170191.15,M1315148055,0.0,0.0
9,TRANSFER,1131123.63,C1494948166,5118.0,0.0,C1866546631,0.0,1131123.63
9,PAYMENT,11187.7,C1263277883,0.0,0.0,M587812291,0.0,0.0
9,PAYMENT,1263.55,C1899010972,100661.0,99397.45,M1885367765,0.0,0.0
9,CASH_OUT,116771.21,C1539197229,99397.45,0.0,C1463361810,367707.21,861972.3
9,CASH_OUT,225751.74,C842031308,0.0,0.0,C1325038895,2246162.58,3634530.27
9,CASH_OUT,245062.21,C1193931117,0.0,0.0,C810886151,1326875.73,1771939.5
9,CASH_OUT,82823.36,C886317720,0.0,0.0,C993228014,100794.0,183617.36
9,CASH_OUT,205293.19,C487256590,0.0,0.0,C761050956,947676.06,902664.2
9,CASH_OUT,97665.95,C747489123,0.0,0.0,C1514834483,453140.73,550806.69
9,CASH_OUT,194520.79,C614983942,0.0,0.0,C136383086,1286440.39,1016413.53
9,CASH_OUT,100148.67,C837996520,0.0,0.0,C1505755152,1.464623959E7,1.474638827E7
9,CASH_OUT,87546.42,C2065875290,0.0,0.0,C955097010,779999.22,867545.64
9,CASH_OUT,90123.44,C961984386,0.0,0.0,C276384108,925176.08,1948647.28
9,CASH_OUT,93028.68,C581076599,0.0,0.0,C384209960,431188.32,524217.0
9,CASH_OUT,228132.46,C84443204,0.0,0.0,C1500415712,401857.22,0.0
9,CASH_OUT,127012.69,C1758312878,0.0,0.0,C1508330669,1136458.41,971422.72
9,CASH_OUT,92171.55,C1688988050,0.0,0.0,C2049813033,2308243.16,3061250.81
9,CASH_OUT,21681.36,C1376537166,0.0,0.0,C859497175,68956.0,90637.36
9,CASH_OUT,84890.21,C323480299,0.0,0.0,C1716892902,403586.15,727013.72
9,CASH_OUT,208910.53,C381821412,0.0,0.0,C575555170,612269.95,1032186.76
9,CASH_OUT,104755.06,C756985303,0.0,0.0,C1978980520,426082.16,530837.22
9,CASH_OUT,310614.75,C493935616,0.0,0.0,C298492445,4225235.54,4535850.29
9,CASH_OUT,355290.55,C827092471,0.0,0.0,C178284655,2999039.14,3659664.95
9,CASH_OUT,227960.63,C906409787,0.0,0.0,C519458373,410676.79,816323.01
9,CASH_OUT,350425.03,C1848562745,0.0,0.0,C1760872167,2123313.32,2796542.47
9,CASH_OUT,288710.16,C1973785888,0.0,0.0,C1096984287,1509618.18,1798328.34
9,CASH_OUT,189497.78,C659844534,0.0,0.0,C1210002123,866080.52,1586049.67
9,CASH_OUT,500852.98,C619227400,0.0,0.0,C366015139,5002885.36,5626564.0
9,CASH_OUT,317708.71,C1014967984,0.0,0.0,C812672147,7700507.66,9226064.61
9,PAYMENT,7672.32,C1697292426,33030.0,25357.68,M1628919876,0.0,0.0
9,PAYMENT,6405.11,C5639559,56118.0,49712.89,M1159309715,0.0,0.0
9,PAYMENT,8775.09,C1971814218,49712.89,40937.8,M772394182,0.0,0.0
9,CASH_IN,91391.61,C511956661,882087.96,973479.57,C2001592381,31644.0,0.0
9,TRANSFER,2010119.07,C375304647,973479.57,0.0,C188246551,5018559.93,1.0202533E7
9,CASH_IN,260421.28,C1491988841,72002.0,332423.28,C2131611622,0.0,0.0
9,CASH_OUT,257927.02,C945973582,332423.28,74496.27,C703976121,370472.38,1161923.8
9,PAYMENT,21486.82,C945043081,10564.0,0.0,M1541896397,0.0,0.0
9,CASH_OUT,163150.21,C1823915105,0.0,0.0,C1340123681,1044598.88,1207749.09
9,CASH_OUT,236383.09,C1194692768,0.0,0.0,C391734039,1402306.54,2112277.26
9,PAYMENT,10546.58,C1590429361,10059.0,0.0,M1041054901,0.0,0.0
9,CASH_OUT,349839.02,C1728170657,0.0,0.0,C11003494,1.635425561E7,1.679264539E7
9,CASH_OUT,526823.71,C207287921,0.0,0.0,C2143477943,1329048.47,2013819.59
9,CASH_OUT,192792.01,C849182917,20238.0,0.0,C1583935419,0.0,192792.01
9,TRANSFER,1433128.07,C1705179831,31225.0,0.0,C1671020079,40902.0,1469137.4
9,PAYMENT,12464.4,C203386976,0.0,0.0,M1462626028,0.0,0.0
9,PAYMENT,3889.61,C157863780,237110.0,233220.39,M2079194044,0.0,0.0
9,CASH_OUT,270724.6,C210110673,20926.0,0.0,C2141459588,605995.77,407130.69
9,PAYMENT,2052.63,C874812715,26825.0,24772.37,M2071494436,0.0,0.0
9,CASH_OUT,206167.47,C1876708332,20462.0,0.0,C525141182,0.0,206167.47
9,PAYMENT,2128.98,C1394607686,0.0,0.0,M1128090820,0.0,0.0
9,PAYMENT,3578.03,C2072283864,0.0,0.0,M1988771183,0.0,0.0
9,PAYMENT,9725.76,C634066894,0.0,0.0,M213460191,0.0,0.0
9,PAYMENT,35262.45,C1404354010,0.0,0.0,M1962050438,0.0,0.0
9,PAYMENT,10181.96,C167415729,0.0,0.0,M1285610893,0.0,0.0
9,PAYMENT,7564.11,C982311854,0.0,0.0,M1510128074,0.0,0.0
9,PAYMENT,8245.47,C131609148,0.0,0.0,M1306446847,0.0,0.0
9,PAYMENT,12735.77,C269664377,0.0,0.0,M1603397464,0.0,0.0
9,PAYMENT,7500.19,C421427012,0.0,0.0,M572839595,0.0,0.0
9,PAYMENT,8504.19,C615762846,0.0,0.0,M1959285623,0.0,0.0
9,PAYMENT,7027.7,C503754493,0.0,0.0,M445887000,0.0,0.0
9,PAYMENT,16495.24,C541484527,0.0,0.0,M371448187,0.0,0.0
9,PAYMENT,5946.51,C1031400452,0.0,0.0,M989698753,0.0,0.0
9,PAYMENT,6269.36,C696777068,0.0,0.0,M560399654,0.0,0.0
9,CASH_OUT,328074.79,C1401734338,6925.68,0.0,C1624455220,0.0,369886.54
9,PAYMENT,1093.17,C99710944,0.0,0.0,M321626795,0.0,0.0
9,CASH_OUT,137181.37,C184339421,10973.0,0.0,C1759194460,4119.07,141300.43
9,PAYMENT,56047.03,C1063498900,71230.0,15182.97,M832801519,0.0,0.0
9,PAYMENT,19536.57,C2136168586,1316.0,0.0,M320722590,0.0,0.0
9,PAYMENT,7513.97,C838342525,41544.0,34030.03,M480315231,0.0,0.0
9,PAYMENT,11623.38,C2043910985,99653.0,88029.62,M67570635,0.0,0.0
9,CASH_IN,529092.9,C1966450633,11664.0,540756.9,C554385733,0.0,0.0
9,CASH_OUT,351562.73,C1639636431,9017.0,0.0,C569922327,0.0,762648.19
9,TRANSFER,1601765.3,C81140578,1312.0,0.0,C1242586395,29541.89,1492687.11
9,CASH_OUT,175234.57,C942866784,26141.0,0.0,C204334828,0.0,175234.57
9,CASH_OUT,552800.35,C1616962112,197.0,0.0,C373776370,20147.0,760302.31
9,CASH_IN,58713.16,C1459822374,11881.0,70594.16,C24955689,0.0,0.0
9,CASH_OUT,156646.32,C1664750511,30550.0,0.0,C299715257,0.0,491301.04
9,PAYMENT,5426.54,C1134700201,311345.0,305918.46,M616017535,0.0,0.0
9,PAYMENT,7005.86,C1795321824,266381.0,259375.14,M1477885508,0.0,0.0
9,CASH_OUT,457682.54,C173231233,30401.0,0.0,C1051057049,173757.49,631440.03
9,CASH_OUT,137119.72,C328126434,104101.0,0.0,C367746789,2244387.81,2121428.31
9,PAYMENT,5061.68,C1795936028,82261.0,77199.32,M100841639,0.0,0.0
9,PAYMENT,11367.98,C371579810,77199.32,65831.34,M1932650331,0.0,0.0
9,PAYMENT,16605.8,C1182250254,269347.61,252741.8,M1428421351,0.0,0.0
9,PAYMENT,11560.83,C1835258666,252741.8,241180.97,M294972130,0.0,0.0
9,PAYMENT,13081.32,C1789977115,241180.97,228099.65,M546232680,0.0,0.0
9,PAYMENT,25561.35,C1393013968,228099.65,202538.3,M1710397352,0.0,0.0
9,PAYMENT,1330.07,C146739511,202538.3,201208.22,M1579994321,0.0,0.0
9,PAYMENT,5430.12,C811811568,201208.22,195778.1,M1096670339,0.0,0.0
9,PAYMENT,15793.76,C832260918,195778.1,179984.34,M157897616,0.0,0.0
9,PAYMENT,1859.42,C590865551,179984.34,178124.92,M203529646,0.0,0.0
9,PAYMENT,1541.46,C1737012711,178124.92,176583.46,M608079701,0.0,0.0
9,PAYMENT,18187.55,C951129281,176583.46,158395.91,M956117652,0.0,0.0
9,PAYMENT,6135.74,C444108769,158395.91,152260.17,M1248653276,0.0,0.0
9,PAYMENT,5644.37,C2060184908,152260.17,146615.8,M737347859,0.0,0.0
9,PAYMENT,4236.58,C1965726731,146615.8,142379.22,M1477807997,0.0,0.0
9,PAYMENT,1295.75,C2098309310,142379.22,141083.47,M1318690206,0.0,0.0
9,PAYMENT,4544.45,C1869777538,141083.47,136539.02,M468229750,0.0,0.0
9,PAYMENT,3556.53,C1808568813,136539.02,132982.49,M1773896807,0.0,0.0
9,PAYMENT,10947.61,C317076808,132982.49,122034.88,M1302463052,0.0,0.0
9,PAYMENT,5775.62,C1122939372,122034.88,116259.26,M2009308522,0.0,0.0
9,CASH_OUT,1182.77,C1420606127,24341.0,23158.23,C1647754924,1790949.86,2740488.66
9,PAYMENT,28009.72,C155283988,237.0,0.0,M1041748737,0.0,0.0
9,TRANSFER,1988744.07,C1439965540,52235.0,0.0,C800521066,283.0,2171954.69
9,CASH_OUT,73260.07,C1679593651,1066.0,0.0,C459971513,0.0,454454.05
9,PAYMENT,19352.66,C1716490230,40436.0,21083.34,M1723914213,0.0,0.0
9,DEBIT,2569.21,C317392216,15258.0,12688.79,C703976121,628399.4,1161923.8
9,PAYMENT,5122.64,C309495486,12688.79,7566.15,M140024633,0.0,0.0
9,PAYMENT,7635.54,C1749486120,950.0,0.0,M575411133,0.0,0.0
9,PAYMENT,34852.96,C604841532,40084.0,5231.04,M1757475031,0.0,0.0
9,PAYMENT,12675.49,C939958701,692353.0,679677.51,M2056625387,0.0,0.0
9,CASH_OUT,279814.81,C937720131,9556.0,0.0,C1083183526,348574.2,628389.01
9,TRANSFER,1066755.2,C1489854752,407604.19,0.0,C886038098,84991.0,1018354.26
9,PAYMENT,15982.97,C1431025757,0.0,0.0,M57607387,0.0,0.0
9,PAYMENT,10898.89,C399854484,0.0,0.0,M614661167,0.0,0.0
9,CASH_IN,185127.69,C740499894,0.0,185127.69,C1268928006,72188.53,0.0
9,PAYMENT,5523.25,C1460777269,185127.69,179604.43,M1789254056,0.0,0.0
9,CASH_OUT,21371.64,C1507136343,50543.0,29171.36,C1129670968,141771.83,163143.47
9,CASH_IN,376847.47,C1825482570,99823.0,476670.47,C968448640,3438487.71,3728216.38
9,PAYMENT,6431.41,C915155967,476670.47,470239.06,M1923140639,0.0,0.0
9,PAYMENT,2864.11,C52311735,470239.06,467374.95,M452146537,0.0,0.0
9,CASH_OUT,245285.45,C1308046875,24686.0,0.0,C1470166690,0.0,245285.45
9,CASH_OUT,357271.94,C969137038,1480961.18,1123689.24,C928216789,0.0,357271.94
9,PAYMENT,22703.39,C1268447631,1123689.24,1100985.85,M1212270056,0.0,0.0
9,CASH_OUT,422260.1,C1014129941,462500.38,40240.28,C1138529772,7034.0,429294.1
9,CASH_OUT,418386.83,C457889470,40240.28,0.0,C471192303,620830.85,1195553.31
9,CASH_OUT,43367.37,C117441241,16398.0,0.0,C1660090994,50642.0,169221.43
9,PAYMENT,23005.75,C1093200212,0.0,0.0,M1860007593,0.0,0.0
9,PAYMENT,4872.97,C594522858,0.0,0.0,M612268692,0.0,0.0
9,PAYMENT,150.8,C572146950,0.0,0.0,M662112210,0.0,0.0
9,PAYMENT,7509.23,C2035353908,0.0,0.0,M783054416,0.0,0.0
9,PAYMENT,2681.19,C1592669430,0.0,0.0,M1102635374,0.0,0.0
9,PAYMENT,11861.07,C810637508,0.0,0.0,M2097325672,0.0,0.0
9,PAYMENT,9347.9,C1382315194,0.0,0.0,M1414614025,0.0,0.0
9,PAYMENT,1116.57,C1862052159,0.0,0.0,M103117678,0.0,0.0
9,PAYMENT,27207.2,C1997866676,0.0,0.0,M704265563,0.0,0.0
9,PAYMENT,13694.98,C583322634,0.0,0.0,M265778495,0.0,0.0
9,PAYMENT,776.95,C1344856791,0.0,0.0,M675290476,0.0,0.0
9,PAYMENT,5930.72,C752886002,0.0,0.0,M413849308,0.0,0.0
9,PAYMENT,3159.74,C260288836,0.0,0.0,M654337701,0.0,0.0
9,PAYMENT,5563.96,C181024007,0.0,0.0,M1150820020,0.0,0.0
9,PAYMENT,2853.35,C1451462386,0.0,0.0,M1922236361,0.0,0.0
9,PAYMENT,12671.91,C699113105,0.0,0.0,M759318702,0.0,0.0
9,PAYMENT,8432.23,C1744615402,0.0,0.0,M41250923,0.0,0.0
9,PAYMENT,9055.09,C2002729378,0.0,0.0,M1223100639,0.0,0.0
9,PAYMENT,1086.12,C1252439502,0.0,0.0,M1677292249,0.0,0.0
9,PAYMENT,4335.26,C1843774765,107853.0,103517.74,M498371006,0.0,0.0
9,CASH_OUT,330415.14,C1648576259,10746.0,0.0,C376992243,9068.0,339483.14
9,CASH_OUT,65699.3,C1250201128,43892.0,0.0,C1454031203,0.0,356839.8
9,CASH_IN,115821.17,C160163576,848484.5,964305.67,C1321802524,98638.22,0.0
9,PAYMENT,2781.95,C818640654,964305.67,961523.71,M1212699979,0.0,0.0
9,PAYMENT,39123.57,C651392932,4689.0,0.0,M1891236256,0.0,0.0
9,CASH_OUT,172065.77,C463569854,28134.0,0.0,C2349554,0.0,172065.77
9,CASH_OUT,167630.41,C298413964,148.0,0.0,C1260889084,1636323.64,2731193.68
9,PAYMENT,14119.66,C748307526,12667.0,0.0,M324131980,0.0,0.0
9,CASH_IN,134686.88,C83497259,56002.0,190688.88,C1915091057,68865.64,0.0
9,PAYMENT,17248.45,C1586866999,0.0,0.0,M542342359,0.0,0.0
9,CASH_OUT,219840.57,C1031496173,0.0,0.0,C1172042998,351222.43,256981.37
9,PAYMENT,14510.85,C1776049184,22148.0,7637.15,M442736191,0.0,0.0
9,CASH_OUT,20493.58,C569244768,607269.0,586775.42,C1096187131,350119.97,1082360.57
9,CASH_OUT,210303.34,C1199543737,27777.0,0.0,C506386263,0.0,1297594.67
9,PAYMENT,7772.67,C1279917098,30964.0,23191.33,M1247609338,0.0,0.0
9,CASH_OUT,53295.22,C77457965,155821.0,102525.78,C1206447754,90255.0,64611.71
9,PAYMENT,19511.51,C1072981338,77637.0,58125.49,M1012889122,0.0,0.0
9,PAYMENT,14893.2,C506454658,18890.0,3996.8,M1963507688,0.0,0.0
9,TRANSFER,1399564.91,C1774901926,3996.8,0.0,C115885991,3964448.35,7097788.62
9,TRANSFER,1193124.07,C778264539,0.0,0.0,C185805228,4763219.9,6076889.75
9,CASH_OUT,284026.86,C1337561959,3655.0,0.0,C717467218,341346.0,625372.86
9,CASH_OUT,102383.97,C2138997383,21403.0,0.0,C89052865,590.0,102973.97
9,PAYMENT,20468.52,C1079928868,0.0,0.0,M1962371699,0.0,0.0
9,PAYMENT,1754.4,C2010578209,0.0,0.0,M2092381158,0.0,0.0
9,CASH_IN,243136.82,C1335589660,72081.0,315217.82,C307046937,3734.0,0.0
9,CASH_IN,80594.61,C7353454,145.0,80739.61,C229313132,673787.35,593192.74
9,PAYMENT,19978.46,C1074785972,69070.0,49091.54,M90365264,0.0,0.0
9,PAYMENT,32476.94,C288691579,40620.0,8143.06,M283611255,0.0,0.0
9,PAYMENT,2332.64,C790804113,10660.0,8327.36,M1010394744,0.0,0.0
9,CASH_OUT,450057.95,C94249545,8327.36,0.0,C1062254208,1213288.79,2049577.33
9,CASH_OUT,133681.59,C693534373,21630.02,0.0,C220204350,0.0,133681.59
9,PAYMENT,357.58,C335205152,0.0,0.0,M1686601089,0.0,0.0
9,CASH_IN,43985.87,C276797234,386733.74,430719.61,C824197891,1577892.84,1907103.27
9,TRANSFER,839440.96,C172384462,430719.61,0.0,C1695946783,2215449.36,3054890.32
9,TRANSFER,1147618.1,C1340129653,0.0,0.0,C1994035663,1225943.07,2373561.17
9,CASH_IN,148297.94,C282383997,127619.0,275916.94,C354864191,0.0,0.0
9,TRANSFER,22264.54,C2097026386,396770.68,374506.15,C2147195354,790460.11,629759.99
9,PAYMENT,13065.37,C1158109715,374506.15,361440.78,M212193455,0.0,0.0
9,CASH_OUT,457462.21,C980715640,50750.0,0.0,C1661048214,119221.29,988499.56
9,CASH_OUT,150614.88,C908873441,0.0,0.0,C1400804351,31508.0,0.0
9,TRANSFER,475685.49,C1233407477,0.0,0.0,C1722141669,1421189.62,1896875.11
9,TRANSFER,731043.99,C1804000450,0.0,0.0,C1796712971,1674164.89,2405208.88
9,TRANSFER,514096.8,C1974451842,0.0,0.0,C743528393,2019063.14,2644163.81
9,TRANSFER,586411.82,C555793808,0.0,0.0,C798678484,3812314.71,4841106.98
9,TRANSFER,464736.17,C1243658148,0.0,0.0,C2032924554,7706677.17,8171413.33
9,TRANSFER,221898.74,C396165870,0.0,0.0,C754244871,6375905.64,7672952.02
9,TRANSFER,312934.82,C525268273,0.0,0.0,C1971951800,526400.72,1270826.73
9,TRANSFER,467777.83,C1000740725,0.0,0.0,C305793941,1113687.79,4228046.78
9,TRANSFER,824549.33,C1962150450,0.0,0.0,C728526866,1.120318675E7,1.202773608E7
9,TRANSFER,518093.77,C193068080,0.0,0.0,C2116153614,1724786.57,3328515.41
9,TRANSFER,630537.58,C1670280972,0.0,0.0,C1325038895,2471914.32,3634530.27
9,TRANSFER,106741.56,C1746459063,0.0,0.0,C716156478,692975.83,0.0
9,TRANSFER,327109.13,C1013578524,0.0,0.0,C679235222,5016268.67,6297525.12
9,TRANSFER,208578.91,C948822237,0.0,0.0,C1163056956,227605.65,0.0
9,CASH_OUT,22937.78,C682350295,10360.0,0.0,C663929766,184416.0,3366530.7
9,PAYMENT,20147.07,C105936660,134392.0,114244.93,M1972555225,0.0,0.0
9,CASH_IN,234734.99,C583946430,30553.0,265287.99,C467292272,317644.28,82909.29
9,CASH_OUT,131938.57,C1411721054,265287.99,133349.42,C851772371,729460.09,1197988.35
9,PAYMENT,11599.5,C1372062233,100761.0,89161.5,M844620284,0.0,0.0
9,CASH_OUT,165202.47,C1649155240,35449.0,0.0,C1673688244,13194.0,151829.98
9,CASH_IN,55537.85,C531548264,259168.0,314705.85,C900425684,1121407.03,1483389.83
9,PAYMENT,19436.83,C250075470,563.0,0.0,M62034287,0.0,0.0
9,CASH_OUT,150504.28,C26834157,65570.5,0.0,C533810548,0.0,150504.28
9,PAYMENT,11765.56,C1746735422,0.0,0.0,M1484822746,0.0,0.0
9,CASH_OUT,221620.16,C1336824652,2121.0,0.0,C1324196239,1955577.19,2177197.36
9,PAYMENT,5044.52,C89811016,0.0,0.0,M89005372,0.0,0.0
9,PAYMENT,17878.23,C1507066631,544563.0,526684.77,M1683820354,0.0,0.0
9,CASH_OUT,607876.7,C848503721,526684.77,0.0,C1156584815,1180167.47,1788044.17
9,PAYMENT,35432.7,C1203863354,21905.0,0.0,M1056215294,0.0,0.0
9,CASH_IN,151231.24,C853520253,21440.0,172671.24,C385968765,0.0,0.0
9,CASH_OUT,191189.23,C435834084,688.0,0.0,C2003775691,0.0,191189.23
9,DEBIT,9408.23,C1427032142,0.0,0.0,C575389119,164801.48,823269.98
9,PAYMENT,14582.69,C1340592497,0.0,0.0,M9186231,0.0,0.0
9,CASH_OUT,73877.04,C1264245294,15022.0,0.0,C347101016,0.0,73877.04
9,CASH_IN,86434.68,C1748314035,0.0,86434.68,C179481608,133296.13,46861.45
9,CASH_IN,127503.48,C430448541,88284.0,215787.48,C1855997464,80125.7,0.0
9,CASH_OUT,156081.42,C2014858892,1172.0,0.0,C1167923611,200513.0,356594.42
9,CASH_OUT,135956.74,C1695445003,70279.0,0.0,C546044341,18904.0,154860.74
9,TRANSFER,395719.8,C617073574,0.0,0.0,C966704622,1304389.04,1313478.87
9,CASH_OUT,25083.02,C2102033492,22477.0,0.0,C257761496,2970815.19,5509332.51
9,PAYMENT,15905.28,C1193029983,0.0,0.0,M1367646111,0.0,0.0
9,CASH_IN,91418.67,C1267004658,109820.0,201238.67,C123769565,20192.0,0.0
9,CASH_OUT,250416.96,C1694669066,201238.67,0.0,C1204684191,3900009.43,6425937.58
9,CASH_OUT,234220.61,C1127406140,0.0,0.0,C232834050,427524.56,661745.18
9,CASH_OUT,124026.34,C910151074,705.0,0.0,C1546467177,16847.0,200539.33
9,PAYMENT,6302.51,C1525714163,301969.0,295666.49,M734762094,0.0,0.0
9,PAYMENT,1228.96,C2130528273,6191.0,4962.04,M912775345,0.0,0.0
9,PAYMENT,6657.9,C1756257690,20191.0,13533.1,M531749893,0.0,0.0
9,CASH_OUT,11379.78,C186163746,196.0,0.0,C222669322,31038.0,515521.38
9,PAYMENT,5165.71,C62017952,10672.0,5506.29,M434806465,0.0,0.0
9,CASH_OUT,82173.99,C136984589,69728.0,0.0,C970591815,56632.12,184700.01
9,CASH_OUT,429123.98,C1189974680,1283.0,0.0,C579869051,33071.24,901973.0
9,PAYMENT,34043.19,C1464071348,225036.0,190992.81,M437412875,0.0,0.0
9,CASH_OUT,121704.33,C1126288660,101468.0,0.0,C1246134024,885857.7,1268132.69
9,PAYMENT,717.41,C1769139898,8043.0,7325.59,M559698292,0.0,0.0
9,PAYMENT,3199.77,C677858152,11236.0,8036.23,M1701018141,0.0,0.0
9,CASH_OUT,309585.83,C463101749,0.0,0.0,C1009893576,0.0,309585.83
9,PAYMENT,14891.74,C1477343939,0.0,0.0,M1252017825,0.0,0.0
9,CASH_OUT,215647.12,C887979642,204014.77,0.0,C366015139,5503738.35,5626564.0
9,CASH_IN,60919.94,C2101865509,0.0,60919.94,C1665979484,1255561.38,1194641.45
9,CASH_IN,128742.62,C1454655788,60919.94,189662.56,C2074118913,1336517.72,1207775.1
9,CASH_IN,9586.91,C518621205,189662.56,199249.47,C2122668216,2909487.09,2899900.18
9,CASH_IN,517016.04,C1101544220,199249.47,716265.51,C1218231243,3167250.68,2854909.51
9,CASH_IN,164499.52,C55366088,716265.51,880765.03,C1567038734,223934.04,114609.27
9,CASH_IN,247780.14,C2009404836,880765.03,1128545.17,C1894575391,4034888.74,3787108.6
9,CASH_IN,434266.16,C624853609,1128545.17,1562811.33,C96593778,834332.89,400066.73
9,CASH_IN,238355.35,C625884425,1562811.33,1801166.68,C2006081398,1.091206576E7,1.06737104E7
9,CASH_IN,14964.29,C1080654585,1801166.68,1816130.97,C1896018881,820116.64,805152.35
9,CASH_IN,392081.75,C534654821,1816130.97,2208212.72,C2146610568,7309764.24,6917682.49
9,CASH_IN,10446.73,C1319295805,2208212.72,2218659.45,C1639464943,1000706.36,990259.64
9,CASH_IN,142805.83,C449843605,2218659.45,2361465.28,C1638313098,2020398.04,1998589.4
9,CASH_IN,73087.1,C291839620,2361465.28,2434552.38,C644165296,428033.71,1028819.71
9,CASH_IN,239563.74,C2142158538,2434552.38,2674116.13,C1629439751,508252.7,268688.96
